C0000744	DOID:0001386
C0000744	DOID:0001387
C0000744	DOID:0001388
C0000744	DOID:0001391
C0001080	DOID:0080041
C0001080	DOID:0111158
C0001080	DOID:0004480
C0001206	DOID:0002449
C0001768	DOID:0002583
C0002066	DOID:0014223
C0002066	DOID:0009270
C0002170	DOID:0000987
C0002312	DOID:0110029
C0002312	DOID:0110030
C0002312	DOID:0110031
C0002312	DOID:0001099
C0002448	DOID:0050894
C0002726	DOID:0009120
C0002831	DOID:0012841
C0002871	DOID:0002355
C0003076	DOID:0012271
C0003708	DOID:0012156
C0003708	DOID:0009471
C0003949	DOID:0010320
C0004030	DOID:0013564
C0004114	DOID:0003069
C0004114	DOID:0003078
C0004114	DOID:0004851
C0004114	DOID:0005077
C0004114	DOID:0006726
C0004114	DOID:0006811
C0004114	DOID:0007005
C0004114	DOID:0007007
C0004114	DOID:0007008
C0004576	DOID:0009643
C0005138	DOID:0010322
C0005745	DOID:0060260
C0006309	DOID:0011077
C0006666	DOID:0004734
C0007462	DOID:0003222
C0008029	DOID:0001856
C0008029	DOID:0000203
C0008354	DOID:0001498
C0008479	DOID:0003371
C0008487	DOID:0003302
C0008489	DOID:0060810
C0008489	DOID:0012859
C0008525	DOID:0009821
C0008526	DOID:0010176
C0008526	DOID:0011406
C0008526	DOID:0012574
C0008526	DOID:0003612
C0008526	DOID:0008886
C0008582	DOID:0001562
C0009186	DOID:0013450
C0010276	DOID:0003840
C0010276	DOID:0003846
C0010276	DOID:0003847
C0010278	DOID:0002340
C0010418	DOID:0001733
C0010678	DOID:0010079
C0010691	DOID:0009266
C0011633	DOID:0010223
C0011633	DOID:0014203
C0011644	DOID:0000418
C0011644	DOID:0000419
C0011813	DOID:0009565
C0011993	DOID:0005574
C0011993	DOID:0006977
C0012602	DOID:0001082
C0013366	DOID:0000206
C0013366	DOID:0004624
C0013393	DOID:0001934
C0013502	DOID:0001496
C0014038	DOID:0009588
C0014084	DOID:0060221
C0014084	DOID:0090015
C0014084	DOID:0000206
C0014084	DOID:0004624
C0014175	DOID:0000289
C0014236	DOID:0004692
C0014474	DOID:0004844
C0014474	DOID:0005075
C0014474	DOID:0005500
C0014474	DOID:0005504
C0014474	DOID:0005505
C0014544	DOID:0001826
C0016057	DOID:0003355
C0016085	DOID:0001080
C0016952	DOID:0014695
C0016952	DOID:0009870
C0017075	DOID:0002426
C0017075	DOID:0004817
C0017083	DOID:0002368
C0017150	DOID:0005577
C0017636	DOID:0003068
C0017636	DOID:0003074
C0017638	DOID:0003070
C0017638	DOID:0003620
C0017638	DOID:0005076
C0018922	DOID:0000264
C0018923	DOID:0001816
C0018995	DOID:0002352
C0019045	DOID:0002859
C0019045	DOID:0002860
C0019045	DOID:0005378
C0019045	DOID:0005379
C0019655	DOID:0001731
C0019655	DOID:0001759
C0020225	DOID:0050453
C0020225	DOID:0050777
C0020225	DOID:0060270
C0020225	DOID:0060276
C0020225	DOID:0060277
